listing_id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,min_nights,total_reviews,avg_rating,price
1480,Shaw,5/15/2017,F,,1,Entire home/apt,4,2.5 baths,2,2,31,8,5,249
1481,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,31,49,4.55,189
1482,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,6,1,5,3.8,73
1483,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,1,1,184,4.41,74
1486,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,2,1,1,5,104
1490,Union Station,9/7/2015,T,0.98,1,Entire home/apt,4,1 bath,2,2,2,205,4.86,237
1491,Union Station,12/2/2015,F,,2,Entire home/apt,3,1 bath,1,1,31,9,4.89,97
1492,Union Station,10/6/2019,T,1,1,Entire home/apt,4,1 bath,1,2,1,15,4.93,145
1494,Dupont Circle,3/23/2018,F,0.74,1,Entire home/apt,2,1 bath,1,1,2,99,4.38,150
1497,Capitol Hill,7/18/2016,T,1,2,Entire home/apt,4,1 bath,1,2,3,119,4.95,199
1498,Union Station,6/7/2014,T,1,1,Entire home/apt,6,1 bath,2,4,1,235,4.96,189
1499,Union Station,2/17/2016,F,,3,Entire home/apt,3,1 bath,1,1,31,4,5,80
1500,Capitol Hill,4/12/2014,T,0.96,1,Entire home/apt,2,1 bath,1,2,31,78,4.86,119
1502,Georgetown,7/6/2015,F,0.96,1,Entire home/apt,4,1 bath,1,3,2,60,4.75,165
1503,Dupont Circle,2/26/2017,T,1,2,Entire home/apt,4,1 bath,1,1,31,238,4.81,114
1504,Union Station,4/10/2017,T,1,2,Entire home/apt,4,1.5 baths,2,2,3,99,4.97,251
1505,Shaw,11/10/2017,F,0.62,3,Entire home/apt,4,1 bath,1,2,2,58,4.69,71
1506,Shaw,8/9/2016,F,0.33,4,Entire home/apt,4,2 baths,2,2,31,6,4.83,175
1507,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,4,2 baths,2,2,32,1,5,321
1508,Foggy Bottom,12/29/2021,F,,2,Entire home/apt,5,3 baths,4,5,90,4,4,170
1509,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,2,2,31,25,4.25,142
1511,Union Station,3/24/2016,F,1,3,Entire home/apt,6,2 baths,2,3,31,40,4.13,216
1512,Union Station,3/24/2016,F,1,3,Entire home/apt,6,2 baths,2,3,31,48,4.65,228
1515,Union Station,12/19/2012,F,,1,Entire home/apt,2,1.5 baths,1,1,31,10,5,140
1518,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,31,3,4.33,139
1519,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,31,38,4.92,119
1523,Dupont Circle,9/17/2013,T,1,1,Entire home/apt,4,1 bath,1,2,5,74,5,189
1525,Capitol Hill,9/10/2013,T,0.98,1,Entire home/apt,2,1 bath,1,1,2,107,4.93,123
1526,Union Station,1/26/2020,F,0,4,Entire home/apt,6,1 bath,2,3,31,40,4.83,160
1527,Capitol Hill,10/28/2013,T,0.99,2,Entire home/apt,6,2.5 baths,2,2,1,117,4.97,312
1528,Union Station,2/4/2020,T,0.99,1,Entire home/apt,3,1 bath,1,2,1,122,4.95,104
1529,Capitol Hill,6/14/2016,T,0.86,1,Entire home/apt,3,1 bath,1,2,2,92,4.95,167
1535,Shaw,2/12/2020,T,1,1,Entire home/apt,2,1 bath,,1,2,168,4.92,96
1540,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,2,5,26,4.69,291
1543,Shaw,2/20/2020,F,,1,Entire home/apt,1,1 bath,1,1,31,1,0,67
1544,Union Station,10/26/2018,T,,4,Entire home/apt,8,2.5 baths,3,4,31,9,4.89,549
1545,Capitol Hill,12/19/2015,T,1,1,Entire home/apt,4,1 bath,1,2,3,43,5,193
1546,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,2,64,4.92,128
1550,Union Station,5/30/2012,F,,6,Entire home/apt,4,1 bath,1,3,31,3,5,160
1551,Capitol Hill,2/16/2015,T,1,5,Entire home/apt,4,1 bath,,2,31,169,4.88,135
1552,Georgetown,2/6/2015,F,0.95,11,Entire home/apt,7,1.5 baths,2,4,2,99,4.55,316
1553,Foggy Bottom,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,31,1,1,222
1554,Foggy Bottom,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,31,6,4.17,176
1555,Union Station,4/27/2016,T,0.91,19,Entire home/apt,6,1 bath,2,3,2,189,4.74,152
1556,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,4,169
1559,Union Station,10/8/2019,T,1,2,Entire home/apt,4,1 bath,2,3,2,147,4.81,179
1560,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,47,4.83,103
1563,Union Station,11/22/2014,T,0.98,1,Entire home/apt,4,1.5 baths,2,3,2,56,5,249
1565,Capitol Hill,1/15/2015,T,1,1,Entire home/apt,2,1 bath,1,1,2,104,4.9,133
1567,Union Station,3/8/2015,T,0.97,1,Entire home/apt,4,1 bath,1,2,3,31,5,135
1571,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,79,4.59,155
1572,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,2,27,4.81,155
1573,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,2,80,4.75,155
1574,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,2,31,113,4.68,181
1576,Union Station,9/27/2014,F,,2,Entire home/apt,3,1 bath,1,2,3,26,5,118
1577,Union Station,2/29/2020,T,1,1,Entire home/apt,3,1 bath,1,2,2,199,4.94,103
1578,Union Station,4/27/2016,T,0.91,19,Entire home/apt,6,1 bath,2,3,2,186,4.73,138
1580,Georgetown,1/4/2014,F,0,2,Entire home/apt,2,1 bath,1,2,31,2,5,99
1581,Union Station,12/3/2019,F,0.43,3,Entire home/apt,4,1.5 baths,2,2,31,7,4.86,259
1582,Capitol Hill,1/27/2018,T,1,16,Entire home/apt,4,1 bath,1,2,31,34,4.91,236
1583,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,81,4.72,181
1584,Capitol Hill,5/18/2020,F,1,1,Entire home/apt,6,1 bath,1,3,31,119,4.76,102
1585,Dupont Circle,3/3/2016,F,0,1,Entire home/apt,2,1 bath,1,1,31,14,5,150
1587,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,,1,1,152,4.71,128
1589,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,1,64,4.58,154
1590,Dupont Circle,3/6/2018,T,1,14,Entire home/apt,2,1.5 baths,1,1,1,10,4.9,270
1591,Capitol Hill,4/12/2018,T,1,1,Entire home/apt,4,1 bath,1,2,3,102,4.98,170
1592,Capitol Hill,5/10/2013,T,0.89,1,Entire home/apt,4,1 bath,1,2,1,116,4.94,190
1595,Foggy Bottom,6/5/2019,F,0.94,7,Private room,4,1 private bath,,2,1,6,4.17,254
1596,Capitol Hill,3/8/2015,T,1,3,Entire home/apt,2,1 bath,1,1,10,80,4.95,102
1597,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,3 baths,3,3,31,4,5,267
1598,Foggy Bottom,6/5/2019,F,0.94,7,Private room,3,1 private bath,,1,1,21,4.57,244
1603,Capitol Hill,9/28/2011,F,0.43,3,Entire home/apt,4,2.5 baths,2,3,4,6,5,200
1605,Capitol Hill,8/28/2012,T,1,2,Entire home/apt,2,1 bath,1,1,1,169,4.96,160
1606,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,9,4.67,208
1607,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,12,5,112
1608,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,3,5,266
1613,Capitol Hill,6/26/2015,F,,1,Entire home/apt,2,1 bath,,2,31,11,4.82,99
1614,Shaw,4/22/2017,F,1,43,Entire home/apt,6,2 baths,2,3,1,70,4.69,318
1616,Union Station,6/24/2019,F,0.88,1,Entire home/apt,2,1 bath,1,1,2,34,4.91,125
1617,Shaw,4/22/2017,F,1,43,Entire home/apt,2,1 bath,1,1,1,40,4.55,182
1618,Shaw,4/22/2017,F,1,43,Entire home/apt,5,1.5 baths,2,3,1,68,4.66,264
1619,Shaw,4/22/2017,F,1,43,Entire home/apt,2,1 bath,1,1,1,42,4.86,171
1621,Capitol Hill,11/21/2013,F,,1,Entire home/apt,2,1 bath,1,1,31,20,4.95,110
1622,Capitol Hill,8/4/2020,T,0.96,1,Entire home/apt,2,1 bath,,1,2,111,4.9,115
1623,Dupont Circle,3/8/2014,T,0.95,36,Entire home/apt,3,1 bath,1,2,31,9,5,140
1624,Shaw,4/22/2017,F,1,43,Entire home/apt,4,1 bath,1,2,1,57,4.91,262
1626,Union Station,7/29/2020,T,1,4,Entire home/apt,5,1.5 baths,2,2,3,74,4.85,279
1627,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,1,3,31,148,4.8,217
1628,Capitol Hill,4/17/2014,F,,5,Entire home/apt,10,3.5 baths,4,6,31,16,5,450
1630,Shaw,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,31,71,4.68,260
1631,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,3,31,115,4.75,273
1632,Shaw,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,31,83,4.84,153
1633,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,6,2.5 baths,2,3,1,65,4.83,262
1634,Capitol Hill,8/21/2011,T,1,2,Entire home/apt,4,2.5 baths,2,2,31,9,5,300
1635,Capitol Hill,2/8/2018,T,0.94,1,Entire home/apt,4,1 bath,1,2,3,86,4.94,120
1636,Union Station,8/29/2020,T,1,1,Entire home/apt,6,1 bath,1,3,2,82,4.88,240
1638,Union Station,8/29/2020,T,0.99,2,Entire home/apt,4,1 bath,1,2,2,192,5,127
1639,Union Station,5/19/2014,F,,2,Entire home/apt,2,1 bath,1,1,31,2,5,70
1641,Shaw,1/30/2016,T,1,2,Entire home/apt,4,1 bath,1,2,2,94,4.95,188
1645,Dupont Circle,5/6/2018,T,1,4,Entire home/apt,4,1 bath,1,1,2,87,4.85,141
1646,Capitol Hill,11/14/2019,F,0.99,3,Shared room,1,1 shared bath,,6,1,9,4.78,66
1648,Union Station,1/3/2017,F,1,4,Entire home/apt,6,2.5 baths,3,2,3,68,4.87,255
1652,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,3,2,181,4.82,302
1653,Union Station,7/7/2014,T,0.99,2,Entire home/apt,4,1.5 baths,2,3,2,180,4.95,269
1654,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,31,1,5,142
1655,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,28,1,5,142
1656,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,31,19,4.79,288
1657,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,3,28,1,5,180
1658,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,4,1 bath,1,2,31,1,5,130
1659,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,2,1 bath,1,1,31,15,4.8,132
1660,Capitol Hill,5/5/2018,F,1,2,Entire home/apt,1,1 bath,,1,31,4,5,68
1662,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,12,11,4.55,119
1663,Shaw,9/12/2014,T,0.5,1,Entire home/apt,2,1 bath,1,1,60,10,4.8,118
1664,Capitol Hill,10/6/2020,T,1,1,Entire home/apt,6,1 bath,2,4,3,184,4.99,309
1665,Shaw,7/12/2018,F,,4,Entire home/apt,2,1 bath,1,3,1,228,4.96,190
1667,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,124,4.75,144
1669,Union Station,12/13/2012,T,0.97,2,Entire home/apt,6,1.5 baths,2,4,3,147,4.93,197
1670,Dupont Circle,12/31/2019,T,,1,Entire home/apt,3,1 bath,1,3,31,111,4.75,60
1673,Foggy Bottom,6/14/2019,F,,10,Private room,6,2.5 shared baths,2,4,31,8,4.75,750
1674,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,5,1 bath,1,5,1,121,4.96,189
1675,Union Station,10/20/2016,T,0.93,1,Entire home/apt,4,1 bath,1,1,3,53,4.98,134
1676,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,3,1 bath,,2,1,134,4.93,170
1677,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,3,1 bath,,2,1,97,4.95,161
1678,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,5,1 bath,1,5,1,107,4.92,181
1679,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,9,4.78,85
1680,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,6,4.83,84
1682,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,31,2,4,129
1685,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,1,2,84,4.95,137
1688,Union Station,10/2/2017,T,0.8,2,Entire home/apt,3,1 bath,1,2,31,36,4.64,105
1689,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,41,4.76,244
1690,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,4,1 bath,1,1,31,1,5,133
1691,Union Station,6/28/2011,T,0.92,1,Entire home/apt,2,1 bath,,2,2,31,4.84,135
1692,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,31,1,5,127
1694,Shaw,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,30,30,4.73,137
1695,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,5,4.8,103
1696,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,31,1,3,147
1697,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,31,2,5,147
1698,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,1,3,31,2,5,98
1699,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,30,29,4.72,289
1700,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,31,39,4.82,109
1702,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,4,1 bath,2,3,1,99,4.94,257
1703,Shaw,8/19/2014,F,,1,Entire home/apt,4,2.5 baths,2,2,3,12,4.83,420
1704,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,31,5,5,257
1705,Union Station,1/9/2014,F,0.33,2,Entire home/apt,8,3.5 baths,3,4,31,8,5,325
1707,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,2,1 bath,,1,1,237,4.95,207
1708,Union Station,7/22/2013,F,0.24,221,Entire home/apt,4,2.5 baths,2,2,31,1,5,198
1709,Georgetown,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,,1,31,1,3,118
1710,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,2,31,9,4.33,97
1711,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,1,4,98
1712,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,31,2,4,101
1713,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,5,4.2,103
1715,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,5,1 bath,2,2,31,1,4,167
1716,Georgetown,11/7/2011,F,,1,Entire home/apt,4,1 bath,1,2,31,10,4.9,110
1717,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,31,2,4.5,125
1718,Foggy Bottom,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,31,2,3.5,101
1720,Capitol Hill,2/10/2016,T,1,1,Entire home/apt,5,1.5 baths,3,3,31,25,5,400
1721,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,1,66,4.62,157
1722,Dupont Circle,11/1/2015,F,0.17,3,Entire home/apt,4,1 bath,1,1,51,5,5,210
1724,Dupont Circle,3/14/2012,T,0.94,3,Entire home/apt,4,1 bath,1,2,31,13,4.77,109
1725,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,6,1 bath,2,5,1,76,4.95,273
1726,Foggy Bottom,5/26/2012,F,0,2,Entire home/apt,2,1 bath,,1,90,1,5,65
1727,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,2.5 baths,2,2,31,26,4.96,263
1729,Union Station,4/18/2018,F,1,2,Entire home/apt,3,1 bath,1,1,2,9,4.89,100
1730,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,5,5,87
1731,Dupont Circle,3/8/2016,F,,1,Entire home/apt,4,1.5 baths,1,2,31,2,5,95
1732,Capitol Hill,1/9/2013,T,0.97,2,Entire home/apt,2,1 bath,1,1,2,22,5,10
1733,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,15,4.6,183
1734,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,25,4.68,103
1735,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,35,4.8,240
1740,Capitol Hill,12/2/2020,F,0.75,1,Entire home/apt,6,2.5 baths,3,2,2,9,5,999
1741,Dupont Circle,2/27/2016,F,1,3,Entire home/apt,2,1 bath,,2,31,10,5,110
1742,Foggy Bottom,1/18/2019,F,,1,Entire home/apt,1,1 bath,,1,31,1,1,110
1744,Capitol Hill,4/24/2012,T,0.97,1,Entire home/apt,2,1 bath,1,1,3,48,4.88,131
1745,Dupont Circle,6/3/2017,T,0.98,7,Entire home/apt,2,1 bath,1,1,31,5,5,105
1747,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,103,4.82,185
1748,Union Station,3/24/2018,F,0.98,1,Entire home/apt,5,2.5 baths,2,2,2,37,4.73,229
1749,Union Station,4/27/2016,T,0.91,19,Entire home/apt,8,2 baths,2,4,2,151,4.74,253
1750,Union Station,4/27/2016,T,0.91,19,Entire home/apt,8,2 baths,2,4,2,175,4.82,284
1751,Union Station,11/23/2014,F,,2,Entire home/apt,8,3 baths,4,4,31,3,5,250
1754,Capitol Hill,5/14/2018,F,0.99,4,Entire home/apt,4,1 bath,2,3,2,125,4.72,203
1755,Capitol Hill,11/25/2020,F,,4,Entire home/apt,8,4 baths,4,4,31,12,4.75,350
1756,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,1,2,53,4.62,220
1757,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,31,4,4.75,127
1758,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,1,2,5,176
1759,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,2,31,20,4.7,285
1761,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,48,4.71,138
1762,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,2,4.5,106
1763,Shaw,4/22/2017,F,1,43,Entire home/apt,4,1 bath,1,2,1,42,4.74,200
1764,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,31,3,4.67,164
1766,Capitol Hill,10/17/2012,F,0.93,1,Entire home/apt,4,1 bath,1,2,2,68,4.81,129
1769,Capitol Hill,8/24/2015,T,1,1,Entire home/apt,4,1 bath,1,2,2,65,4.98,194
1770,Georgetown,2/10/2015,F,,1,Entire home/apt,4,1 bath,,2,365,2,5,198
1771,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1.5 baths,2,3,31,205,4.86,200
1772,Union Station,12/30/2020,F,0.96,1,Entire home/apt,6,2 baths,3,3,2,129,4.68,257
1773,Union Station,12/13/2012,T,0.97,2,Entire home/apt,4,1 bath,1,1,1,172,4.91,118
1775,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,31,49,4.73,178
1777,Foggy Bottom,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,31,1,5,479
1778,Union Station,7/27/2014,F,0.83,3,Entire home/apt,8,3.5 baths,4,4,3,1,5,489
1779,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,2,130,4.89,270
1780,Union Station,8/25/2017,T,1,1,Entire home/apt,8,3.5 baths,3,3,2,104,4.85,367
1781,Capitol Hill,3/10/2013,F,,1,Entire home/apt,3,1 bath,,1,31,15,4.87,118
1782,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,32,4.63,171
1783,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,42,4.6,171
1784,Dupont Circle,1/25/2021,F,0.97,1,Entire home/apt,2,1 bath,,2,2,120,4.71,140
1786,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,19,4.74,171
1787,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,24,4.63,171
1788,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,6,4,171
1789,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,2,1 bath,,1,31,106,4.93,89
1790,Shaw,1/30/2021,T,1,8,Entire home/apt,2,1 bath,,1,31,114,4.87,99
1791,Capitol Hill,3/29/2018,F,0.99,489,Entire home/apt,2,1 bath,1,1,31,23,4.26,125
1792,Georgetown,9/20/2014,T,1,16,Entire home/apt,2,1 bath,,1,1,232,4.74,109
1794,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,29,4.72,170
1796,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,29,4.69,171
1797,Union Station,3/12/2017,F,1,1,Entire home/apt,6,2.5 baths,3,3,2,118,4.61,189
1798,Shaw,10/8/2014,T,0.97,1,Entire home/apt,2,1 bath,1,1,2,133,4.92,178
1800,Capitol Hill,1/27/2018,T,1,16,Entire home/apt,3,1 bath,1,2,31,24,4.75,228
1801,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,97,4.54,171
1802,Union Station,2/17/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,2,144,4.9,175
1804,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,31,61,4.51,171
1805,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,8,4.63,171
1807,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,20,4.3,171
1809,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,17,4.29,171
1810,Shaw,4/6/2018,F,0.83,11,Entire home/apt,6,2.5 baths,3,3,31,16,4.63,234
1811,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,30,13,4.31,218
1812,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,1,1,8,4.75,215
1813,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,109,4.64,171
1814,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,4,4.5,171
1815,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,7,3.86,171
1816,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,43,4.35,171
1818,Capitol Hill,2/27/2021,F,1,3,Entire home/apt,6,2.5 baths,3,5,31,54,4.74,321
1819,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,4,1 bath,,2,31,37,4.54,120
1820,Shaw,10/28/2013,T,0.99,16,Entire home/apt,10,3 baths,4,5,2,62,4.95,568
1821,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,1,86,4.65,153
1822,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,2,86,4.66,199
1823,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,2,66,4.65,150
1824,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,13,4.15,171
1825,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,21,4.29,171
1827,Union Station,1/12/2017,T,0.98,2,Entire home/apt,4,1 bath,1,2,3,68,4.82,163
1828,Union Station,3/3/2021,T,0.98,1,Entire home/apt,6,2 baths,3,3,2,79,4.92,260
1829,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,2,3,171
1830,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,45,4.76,171
1831,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,33,4.39,179
1832,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,1,12,4.5,171
1833,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,42,4.64,171
1834,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,5,4.4,171
1835,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,10,4.7,171
1836,Union Station,6/24/2012,T,0.99,2,Entire home/apt,2,1 bath,1,1,2,127,4.99,139
1838,Capitol Hill,8/6/2018,F,0.94,2,Entire home/apt,3,1 bath,1,1,31,18,4.67,91
1839,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,39,4.59,171
1840,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,60,4.42,171
1841,Foggy Bottom,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,2,1,31,17,4.82,201
1842,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,31,3,5,123
1843,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,24,4.63,171
1846,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,2,1 bath,1,1,1,48,4.58,95
1847,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,1,77,4.74,106
1848,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,1,102,4.46,131
1849,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,1,87,4.47,109
1850,Union Station,5/18/2009,F,0.99,164,Entire home/apt,4,1.5 baths,2,2,31,7,4.57,146
1851,Capitol Hill,3/15/2021,F,1,1,Entire home/apt,4,1 bath,1,4,2,126,4.67,202
1852,Union Station,12/15/2014,T,0.99,1,Entire home/apt,4,1 bath,2,2,2,134,4.89,295
1853,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,6,4.67,85
1854,Union Station,4/23/2019,T,0.99,8,Entire home/apt,2,1 bath,1,2,31,4,5,110
1855,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,3,5,82
1856,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,4,31,6,5,110
1857,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,2,31,12,4.83,110
1858,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,4,31,14,4.86,145
